name,url,description,test_type,duration,remote_testing,adaptive
Manufac. & Indust. - Safety & Dependability 8.0,https://www.shl.com/products/product-catalog/view/safety-and-dependability-focus-8-0/,"The Manufacturing & Industrial Safety & Dependability Focus 8.0 Job-Focused Assessment 
measures the behaviors that underlie safe performance in a work setting. This solution 
assesses foundational behaviors including behaving safely in the workplace; complying with 
rules and regulations; applying domain-related expertise; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Laborers/Warehouse Workers, Assemblers & Fitters, Main",['Personality & Behavior'],2,No,No
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,"The Manufacturing & Industrial Essential 8.0 Job-Focused Assessment measures the behaviors 
that underlie successful and safe performance in an industrial/manufacturing setting. This 
solution assesses foundational behaviors including behaving safely in the workplace; applying 
domain-related expertise; offering practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machining and Equipment Operators, 
Laborer/Warehouse, Assemblers and Fitters, ",['Personality & Behavior'],2,No,No
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,"The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses mechanical comprehension and other foundational behaviors 
including behaving safely in the workplace; applying domain-related expertise; offering 
practical solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
As","['Ability & Aptitude', 'Personality & Behavior']",2,No,No
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/products/product-catalog/view/vigilance-focus-8-0/,"The Manufacturing and Industrial Vigilance Focus 8.0 Job-Focused Assessment measures the 
behaviors that underlie successful and safe performance in an industrial/manufacturing 
setting. This solution assesses process monitoring and other foundational behaviors including 
behaving safely in the workplace; applying domain-related expertise; offering practical 
solutions; and attending to multiple tasks.
Potential job titles that use this solution include: Machine and Equipment Operators, 
Assembl","['Ability & Aptitude', 'Personality & Behavior']",2,No,No
Marketing (New),https://www.shl.com/products/product-catalog/view/marketing-new/,"Multi-choice test that measures the conceptual knowledge of marketing principles, market research, consumer behavior, brand management, sales management, channel management and advertisement management. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Maven (New),https://www.shl.com/products/product-catalog/view/maven-new/,"Multi-choice test that measures the knowledge of Maven installation, dependencies, Project Object Model (POM), builds and plugins. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Mechanical Engineering (New),https://www.shl.com/products/product-catalog/view/mechanical-engineering-new/,"Multi-choice test that measures the conceptual knowledge of fluid and machine mechanics, thermodynamics, IC engines and manufacturing science. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Mechatronics Engineering (New),https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,"Multi-choice test that measures the knowledge related to basic mechatronics systems, components, sensors, feedback devices, control elements, actuators, computational elements and application of mechatronic systems. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,"Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Metallurgical Engineering (New),https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,"Multi-choice test that measures the knowledge of process metallurgy, industrial metallurgy and physical metallurgy. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
MFS 360 Enterprise Leadership Report,https://www.shl.com/products/product-catalog/view/mfs-360-enterprise-leadership-report/,"The layout of this report follows the standard MFS 360 report but this is based on the Enterprise Leadership competency model, not the UCF model. The report text has been updated as well to reflect that. Test Type:D Remote Testing:",['Development & 360'],2,No,No
MFS 360 UCF Group Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-group-report/,"This report follows the standard layout of the 360 report but incorporates the average scores for a group of participants. The report can be generated for all participants on a project, or a dedicated group can be created in MFS for a group that includes participants across multiple projects. The report does not include the open questions even when they were part of the questionnaire. Developments tips are not available in this report. Test Type:D Remote Testing:",['Development & 360'],2,No,No
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,"This report is more or less identical to the standard MFS report but with an additional section that looks at the performance versus the potential and plots the competencies on a four field grid to identify developed strengths, natural strengths, development need, or untapped potential.  The report text has been updated to reflect the inclusion of the OPQ, and the potential is also shown in the competency summary part of the report. The OPQ scores that feed into this report will need to be uploa",['Development & 360'],2,No,No
MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,"This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can",['Development & 360'],2,No,No
Micro Focus Unified Functional Testing (New),https://www.shl.com/products/product-catalog/view/micro-focus-unified-functional-testing-new/,"Multi-choice test that measures the knowledge of automation testing using the QTP tool. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Microservices (New),https://www.shl.com/products/product-catalog/view/microservices-new/,"Multi-choice test that measures the knowledge of Microservices architecture, SOA, and Microservices patterns. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Microsoft Dynamics Development (New),https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,"Multi-choice test that measures the knowledge of Microsoft Dynamics installation, sales process, service management, administration, configuration, entity model, workflows, dialogs, solutions, CRM web services and plugins. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Microsoft Excel 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-essentials-new/,"The Microsoft Excel 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks. Entry-Level, English (USA),","['Knowledge & Skills', 'Simulations']",2,No,No
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,"The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks. Entry-Level, English (USA),","['Knowledge & Skills', 'Simulations']",2,No,No
Microsoft Outlook 2013 (adaptive),https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,"The Microsoft Outlook 2013 (adaptive) test measures knowledge of Microsoft Outlook 2013. Designed for professionals, this test includes the following topics: Application Management, Contacts and Address Books, Mail Management, Messages and Message Organization, Notes, Printing, Schedules and Calendars, Security, and Tasks. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations. Entry-Level, English (USA),","['Knowledge & Skills', 'Simulations']",2,No,No
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents. Entry-Level, English (USA),","['Knowledge & Skills', 'Simulations']",2,No,No
Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents. Entry-Level, English (USA),","['Simulations', 'Knowledge & Skills']",2,No,No
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,"Multi-choice test that measures the knowledge on topics related to mobility and mobile computing. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes. Graduate, Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation. Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Latin American ",['Personality & Behavior'],2,No,No
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,"The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work. Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English International, English (USA), Chinese Simplified,",['Personality & Behavior'],2,No,No
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators. Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, ",['Personality & Behavior'],2,No,No
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees. General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager, Chinese Simplified, English International, English (USA),",['Personality & Behavior'],2,No,No
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only an",['Personality & Behavior'],2,No,No
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,"Multi-choice test that measures the knowledge and basic understanding of MS Access programming. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), Spanish, French, Portuguese (Brazil),",['Knowledge & Skills'],2,No,No
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Spanish, Portuguese (Brazil), French,",['Knowledge & Skills'],2,No,No
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Simulations'],2,No,No
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats. Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA), French, Spanish, Portuguese (Brazil),",['Knowledge & Skills'],2,No,No
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,"Multi-choice test that measures the ability to use MS Word to record and save textual information. Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager, Spanish, French, Portuguese (Brazil), English (USA),",['Knowledge & Skills'],2,No,No
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solvi","['Ability & Aptitude', 'Knowledge & Skills', 'Simulations']",2,No,No
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,"Multi-choice test that measures the knowledge of carrying out various nursing tasks. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of ",['Personality & Behavior'],2,No,No
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management. Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English (USA),",['Knowledge & Skills'],2,No,No
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,"A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Finnish, English International,",['Personality & Behavior'],2,No,No
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session Test Type:P Remote Testing:,['Personality & Behavior'],2,No,No
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,"This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA),",['Personality & Behavior'],2,No,No
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership. Director, Executive, Manager, Mid-Professional, Professional Individual Contributor, Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish",['Personality & Behavior'],2,No,No
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding th",['Personality & Behavior'],2,No,No
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits. Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level, Test Type:P",['Personality & Behavior'],2,No,No
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,"This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions. Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Danish, Dutch, Portuguese, Swedish, English International,",['Personality & Behavior'],2,No,No
OPQ MQ Sales Report,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/,"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. 
Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.Please note this report is currently being updated on Talent Central as par",['Personality & Behavior'],2,No,No
OPQ Premium Plus Report,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. Supervisor, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Executive, English International,",['Personality & Behavior'],2,No,No
OPQ Premium Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/,"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report. Manager, Graduate, Mid-Professional, Professional Individual Contributor, Director, General Population, Entry-Level, Executive, Front Line Manager, Supervisor, Test Type:P",['Personality & Behavior'],2,No,No
OPQ Profile Report,https://www.shl.com/products/product-catalog/view/opq-profile-report/,"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sampl",['Personality & Behavior'],2,No,No
OPQ Team Impact Group Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.“IMPORTANT! Please note that for a sample report contact Managed Services"". Executive, Director, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Danish, English International, Finnish, Dutch, Norwegian, Swedish, English (USA),",['Personality & Behavior'],2,No,No
OPQ Team Impact Individual Development Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, English International, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English (USA),",['Personality & Behavior'],2,No,No
OPQ Team Impact Selection Report,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Danish, Dutch, Finnish, Latin American Spanish, Norwegian, Swedish, English International, English (USA),",['Personality & Behavior'],2,No,No
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,"This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Flemish, French (Be",['Personality & Behavior'],2,No,No
OPQ Team Types and Leadership Styles Report,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,"This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Flemish, French (Be",['Personality & Behavior'],2,No,No
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the ",['Personality & Behavior'],2,No,No
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations. Director, Executive, Front Line Manager, Manager, Graduate, General Population, Professional Individual Contributor, Supervisor, Mid-Professional, Test Type:P",['Personality & Behavior'],2,No,No
OPQ Universal Competency Report 1.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/,"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual diff",['Personality & Behavior'],2,No,No
OPQ Universal Competency Report 2.0,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency. Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Executive, Front Line Manager, General P",['Personality & Behavior'],2,No,No
OPQ User and Managers Report,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/,"This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager.
These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information. Director, Executive, Front Line Manager, Genera",['Personality & Behavior'],2,No,No
OPQ User Report,https://www.shl.com/products/product-catalog/view/opq-user-report/,"This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information. Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French, German, Ita","['Personality & Behavior', 'Simulations']",2,No,No
Oracle DBA (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/,"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Oracle PL/SQL (New),https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
Oracle WebLogic Server (New),https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/,"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment. Mid-Professional, Professional Individual Contributor, English (USA),",['Knowledge & Skills'],2,No,No
